indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio
782	Yaar Gaddar	3064	807	1994-11-04	1994	1995	Flop	2	2.1	1.3530000000000002	2.4	12.117	7.807	13.848	0.0	2.0
783	Jaal - The Trap	525	807	2003-07-18	2003	2000	Flop	2	12.0	4.62	7.1	37.8	14.553	22.365	0.0	1.0
784	Mast	2365	808	1999-10-15	1999	1995	Flop	2	4.5	2.72	5.27	15.975	9.656	18.708	0.0	2.0
785	Daava	2669	809	1997-07-18	1997	1995	Flop	2	3.75	1.86	3.36	16.312	8.091	14.616	0.0	1.0
786	Munna Micheal	3563	810	2017-07-21	2017	2015	Flop	2	41.0	31.43	33.71	49.2	37.716	40.452	0.0	1.0
787	Ghayal Once Again	3214	811	2016-02-05	2016	2015	Flop	2	50.0	24.7	26.845	61.5	30.381	33.019	0.0	1.0
788	Brahma	3077	812	1994-09-02	1994	1995	Flop	2	1.45	1.08	2.11	8.366	6.232	12.175	1.0	2.0
789	Romeo Akbar Walter	5635	813	2019-04-05	2019	2015	Flop	2	48.0	29.75	38.885	52.8	32.725	42.774	0.0	1.0
790	Naaraaz	3086	814	1994-08-19	1994	1995	Flop	2	1.8	1.175	2.15	10.386	6.78	12.405	0.0	2.0
791	Life Partner	154	815	2009-08-14	2009	2005	Flop	2	25.0	9.86	20.673000000000002	56.25	22.185	46.514	0.0	1.0
792	A Flying Jatt	3366	816	2016-08-25	2016	2015	Flop	2	55.0	29.32	30.763	67.65	36.064	37.838	0.0	1.0
793	Return Of Jewel Thief	2744	817	1996-10-18	1996	1995	Flop	2	3.5	1.44	3.008	16.8	6.912	14.438	0.0	1.0
794	Tarazu	2661	818	1997-08-01	1997	1995	Flop	2	4.25	2.05	3.263	18.487	8.917	14.194	0.0	1.0
795	Batti Gul Meter Chalu	3880	819	2018-09-21	2018	2015	Flop	2	49.0	31.42	36.773	56.35	36.133	42.289	0.0	1.0
796	Pyare Mohan	308	820	2006-04-14	2006	2005	Flop	2	13.0	8.48	11.795	36.01	23.49	32.672	0.0	1.0
797	Azhar	3283	821	2016-05-13	2016	2015	Flop	2	40.0	27.56	30.73	49.2	33.899	37.798	0.0	1.0
798	Gaddaar	2971	822	1995-06-09	1995	1995	Flop	2	2.5	1.495	2.69	13.175	7.879	14.176	0.0	2.0
799	Shikari	756	823	2000-10-06	2000	2000	Flop	2	7.25	2.905	4.95	25.592	10.255	17.474	0.0	1.0
800	Shaadi No. 1	407	824	2005-11-03	2005	2005	Flop	2	15.0	7.63	11.485	43.8	22.28	33.536	0.0	1.0
801	Kahaani 2	3436	825	2016-12-02	2016	2015	Flop	2	33.0	23.58	32.723	40.59	29.003	40.249	0.0	1.0
802	Sapnay	2687	827	1997-05-02	1997	1995	Flop	2	3.375	1.44	4.065	14.681	6.264	17.683	0.0	2.0
803	Maine Dil Tujhko Diya	621	828	2002-08-16	2002	2000	Flop	2	6.5	3.86	6.395	21.125	12.545	20.784	0.0	1.0
804	Rehnaa Hai Teree Dil Mein	686	829	2001-10-19	2001	2000	Flop	2	6.0	2.25	5.52	20.46	7.672	18.823	0.0	1.0
805	Hey Ram	740	830	2000-02-18	2000	2000	Flop	2	9.0	2.39	5.32	31.77	8.437	18.78	0.0	1.0
806	Kucch Toh Hai	575	831	2003-01-24	2003	2000	Flop	2	7.0	3.57	6.775	22.05	11.246	21.341	0.0	1.0
807	Prince	93	832	2010-04-09	2010	2010	Flop	2	37.0	15.07	19.153	72.15	29.386	37.348	0.0	1.0
808	Kill Dil	2400	833	2014-11-14	2014	2010	Flop	2	40.0	27.53	29.988000000000003	55.2	37.991	41.383	0.0	1.0
809	Kismat	2969	834	1995-06-16	1995	1995	Flop	2	2.75	1.4180000000000001	2.628	14.492	7.473	13.85	0.0	1.0
810	Prem Aggan	2511	835	1998-10-30	1998	1995	Flop	2	6.0	2.15	3.965	24.54	8.794	16.217	0.0	1.0
811	Fida	466	836	2004-08-20	2004	2000	Flop	2	10.0	6.8	9.71	30.3	20.604	29.421	0.0	1.0
812	Love Ke Liye Kuch Bhi Karega	879	837	2001-06-29	2001	2000	Flop	2	5.75	2.895	5.565	19.608	9.872	18.977	0.0	1.0
813	Jeena Sirf Merre Liye	626	839	2002-11-01	2002	2000	Flop	2	8.0	3.36	6.5	26.0	10.92	21.125	0.0	1.0
814	Teri Meri Kahaani	188	840	2012-06-22	2012	2010	Flop	2	41.0	22.06	27.485	68.88	37.061	46.175	0.0	1.0
815	Hum To Mohabbat Karega	741	841	2000-05-26	2000	2000	Flop	2	7.5	3.14	5.0	26.475	11.084	17.65	0.0	1.0
816	Ghanchakkar	1290	842	2013-06-28	2013	2010	Flop	2	29.0	26.53	28.168000000000003	43.79	40.06	42.534	0.0	1.0
817	Juaari	3100	843	1994-07-08	1994	1995	Flop	2	1.25	0.885	1.745	7.212	5.106	10.069	1.0	2.0
818	Karan	3174	844	1994-02-18	1994	1995	Flop	2	0.9	0.6829999999999999	1.443	5.193	3.941	8.326	1.0	2.0
819	Kuch Khatti Kuch Meethi	269	845	2001-01-19	2001	2000	Flop	2	6.0	2.045	5.04	20.46	6.973	17.186	0.0	1.0
820	Ek Tha Raja	2833	846	1996-01-12	1996	1995	Flop	2	3.5	1.675	2.658	16.8	8.04	12.758	0.0	1.0
821	Deewaanapan	697	847	2001-11-16	2001	2000	Flop	2	6.0	2.39	5.1	20.46	8.15	17.391	0.0	1.0
822	Baar Baar Dekho	3378	848	2016-09-09	2016	2015	Flop	2	53.0	29.14	30.62	65.19	35.842	37.663	0.0	1.0
823	Hu Tu Tu	2459	849	1999-01-22	1999	1995	Flop	2	4.5	1.815	4.588	15.975	6.443	16.287	0.0	2.0
824	Rishtey	615	850	2002-12-06	2002	2000	Flop	2	8.75	3.44	5.995	28.438	11.18	19.484	0.0	1.0
825	Ram Shastra	2912	851	1995-11-10	1995	1995	Flop	2	3.25	1.815	2.67	17.127	9.565	14.071	0.0	1.0
826	Mom	3561	853	2017-07-07	2017	2015	Flop	2	37.0	20.68	31.275	44.4	24.816	37.53	0.0	1.0
827	Khel	530	854	2003-10-03	2003	2000	Flop	2	13.0	4.48	6.985	40.95	14.112	22.003	0.0	1.0
828	Halla Bol	180	855	2008-01-11	2008	2005	Flop	2	27.0	9.27	12.745	66.42	22.804	31.353	0.0	1.0
829	Chauraha	3145	856	1994-04-08	1994	1995	Flop	2	1.1	0.628	1.541	6.347	3.624	8.892	1.0	2.0
830	Kaalia	2697	857	1997-03-28	1997	1995	Flop	2	2.25	1.5	2.733	9.788	6.525	11.889	0.0	2.0
831	Guddu	2942	858	1995-08-11	1995	1995	Flop	2	2.0	1.335	2.545	10.54	7.035	13.412	1.0	2.0
832	Zakhm	2488	859	1998-12-25	1998	1995	Flop	2	4.0	1.855	4.218	16.36	7.587	17.252	0.0	2.0
833	Daanveer	2759	860	1996-09-20	1996	1995	Flop	2	2.5	1.505	2.52	12.0	7.224	12.096	0.0	2.0
834	Lootera	1293	861	2013-07-05	2013	2010	Flop	2	32.0	23.3	27.863000000000003	48.32	35.183	42.073	0.0	1.0
835	We Are Family	81	862	2010-09-02	2010	2010	Flop	2	30.0	18.15	21.775	58.5	35.392	42.461	0.0	1.0
836	Soorma	3795	863	2018-07-13	2018	2015	Flop	2	31.0	21.09	32.123000000000005	35.65	24.254	36.941	0.0	2.0
837	Pehla Pehla Pyar	3137	864	1994-05-06	1994	1995	Flop	2	1.6	0.875	1.755	9.232	5.049	10.126	0.0	2.0
838	Raaz Reboot	3380	865	2016-09-16	2016	2015	Flop	2	31.0	22.53	24.815	38.13	27.712	30.522	0.0	1.0
839	Judgementall Hai Kya	5695	866	2019-07-26	2019	2015	Flop	2	32.0	27.34	33.95	35.2	30.074	37.345	0.0	2.0
840	Dastak	2733	867	1996-11-29	1996	1995	Flop	2	3.25	1.245	3.005	15.6	5.976	14.424	0.0	1.0
841	Aatank Hi Aatank	2952	868	1995-08-04	1995	1995	Flop	2	2.5	1.463	2.545	13.175	7.71	13.412	0.0	2.0
842	Pitaah	638	869	2002-01-04	2002	2000	Flop	2	7.5	3.185	4.79	24.375	10.351	15.568	0.0	1.0
843	Kyaa Kool Hain Hum 3	3210	870	2016-01-22	2016	2015	Flop	2	26.0	22.55	23.195	31.98	27.736	28.53	0.0	1.0
844	Jurmana	2836	871	1996-01-05	1996	1995	Flop	2	2.25	1.335	2.333	10.8	6.408	11.198	0.0	2.0
845	Yeh Hai Jalwa	618	872	2002-07-26	2002	2000	Flop	2	8.0	3.7	5.49	26.0	12.025	17.842	0.0	1.0
846	Singh Saab The Great	1813	873	2013-11-22	2013	2010	Flop	2	42.0	18.16	21.16	63.42	27.422	31.952	0.0	1.0
847	Angaara	2761	875	1996-09-13	1996	1995	Flop	2	2.25	1.415	2.423	10.8	6.792	11.63	0.0	2.0
848	Zinda	379	876	2006-01-13	2006	2005	Flop	2	13.0	5.92	10.17	36.01	16.398	28.171	0.0	1.0
849	Dosti - Friends Forever	293	877	2005-12-23	2005	2005	Flop	2	15.0	5.58	8.77	43.8	16.294	25.608	0.0	1.0
850	Commando 3	5738	878	2019-11-29	2019	2015	Flop	2	29.0	29.02	32.3	31.9	31.922	35.53	0.0	2.0
851	Jhoot Bole Kauwa Kaate	2496	879	1998-12-04	1998	1995	Flop	2	4.0	1.765	4.045	16.36	7.219	16.544	0.0	2.0
852	Gangs Of Wasseypur 2	771	880	2012-08-08	2012	2010	Flop	2	18.0	17.49	22.96	30.24	29.383	38.573	1.0	2.0
853	Hathyar	633	881	2002-10-18	2002	2000	Flop	2	7.0	3.29	5.345	22.75	10.692	17.371	0.0	1.0
854	Shaadi Se Pehle	371	882	2006-04-07	2006	2005	Flop	2	11.0	6.92	10.195	30.47	19.168	28.24	0.0	1.0
855	Daadagiri	2659	883	1997-08-08	1997	1995	Flop	2	2.0	1.25	2.66	8.7	5.438	11.571	1.0	2.0
856	Jawab	3020	885	1995-01-27	1995	1995	Flop	2	1.5	0.885	1.885	7.905	4.664	9.934	1.0	2.0
857	Finding Fanny	2300	886	2014-09-12	2014	2010	Flop	2	29.0	24.23	28.23	40.02	33.437	38.957	0.0	1.0
858	Aaja Nachle	231	887	2007-11-30	2007	2005	Flop	2	20.0	9.03	14.07	52.0	23.478	36.582	0.0	1.0
859	Mere Sapno Ki Rani	2657	888	1997-08-15	1997	1995	Flop	2	3.5	1.3	2.918	15.225	5.655	12.693	0.0	1.0
860	Dhan Dhana Dhan Goal	242	889	2007-11-23	2007	2005	Flop	2	19.0	9.55	13.87	49.4	24.83	36.062	0.0	1.0
861	Do Knot Disturb	156	890	2009-10-02	2009	2005	Flop	2	30.0	13.0	16.93	67.5	29.25	38.092	0.0	1.0
862	Beqabu	2834	891	1996-01-12	1996	1995	Flop	2	3.25	1.57	2.398	15.6	7.536	11.51	0.0	1.0
863	Bal Bramhachari	2763	892	1996-09-06	1996	1995	Flop	2	2.0	1.37	2.633	9.6	6.576	12.638	1.0	2.0
864	Suraj	2676	893	1997-06-27	1997	1995	Flop	2	2.25	1.275	2.51	9.788	5.546	10.918	0.0	2.0
865	God Tussi Great Ho	310	894	2008-08-15	2008	2005	Flop	2	21.0	9.85	12.51	51.66	24.231	30.775	0.0	1.0
866	Heroes	335	895	2008-10-24	2008	2005	Flop	2	18.0	10.38	12.625	44.28	25.535	31.058	0.0	1.0
867	Dedh Ishqiya	2068	896	2014-01-10	2014	2010	Flop	2	37.0	18.24	25.27	51.06	25.171	34.873	0.0	1.0
868	Gair	2345	897	1999-11-07	1999	1995	Flop	2	3.5	1.68	3.295	12.425	5.964	11.697	0.0	1.0
869	Akira	3370	898	2016-09-02	2016	2015	Flop	2	32.0	24.02	26.143	39.36	29.545	32.156	0.0	1.0
870	Yamraaj	2546	899	1998-07-31	1998	1995	Flop	2	2.75	1.49	2.84	11.247	6.094	11.616	0.0	2.0
871	Aurangzeb	1271	900	2013-05-17	2013	2010	Flop	2	22.0	18.56	22.743000000000002	33.22	28.026	34.342	0.0	2.0
872	Betaabi	2651	901	1997-09-05	1997	1995	Flop	2	3.25	1.46	2.8280000000000003	14.138	6.351	12.302	0.0	1.0
873	Baaghi	730	902	2000-04-07	2000	2000	Flop	2	5.75	2.31	3.645	20.298	8.154	12.867	0.0	1.0
874	Go Goa Gone	762	904	2013-05-10	2013	2010	Flop	2	19.0	17.92	24.24	28.69	27.059	36.602	1.0	2.0
875	Dil Ka Rishta	534	905	2003-01-17	2003	2000	Flop	2	8.25	2.89	5.525	25.988	9.104	17.404	0.0	1.0
876	Plan	471	906	2004-01-09	2004	2000	Flop	2	9.0	4.47	6.405	27.27	13.544	19.407	0.0	1.0
877	Shanghai	178	907	2012-06-08	2012	2010	Flop	2	23.0	18.83	23.595	38.64	31.634	39.64	0.0	2.0
878	Ittefaq	3643	908	2017-11-03	2017	2015	Flop	2	29.0	20.84	27.52	34.8	25.008	33.024	0.0	1.0
879	Aakrosh	2581	909	1998-04-03	1998	1995	Flop	2	4.75	1.9	2.885	19.428	7.771	11.8	0.0	1.0
880	Karthik Calling Karthik	95	910	2010-02-26	2010	2010	Flop	2	20.0	13.86	18.008	39.0	27.027	35.116	0.0	1.0
881	Commando 2	3479	911	2017-03-03	2017	2015	Flop	2	26.0	20.18	21.615	31.2	24.216	25.938	0.0	1.0
882	Nishana	3017	912	1995-02-17	1995	1995	Flop	2	1.75	0.97	1.8130000000000002	9.222	5.112	9.555	0.0	2.0
883	Dhaal	2626	913	1997-11-28	1997	1995	Flop	2	2.5	1.43	2.685	10.875	6.22	11.68	0.0	2.0
884	Maha Shaktishaali	3144	914	1994-04-15	1994	1995	Flop	2	1.3	0.7879999999999999	1.575	7.501	4.547	9.088	0.0	2.0
885	Officer	702	916	2001-03-02	2001	2000	Flop	2	5.75	2.08	3.705	19.608	7.093	12.634	0.0	1.0
886	Detective Byomkesh Bakshy	2840	917	2015-04-03	2015	2015	Flop	2	35.0	18.92	26.215	45.5	24.596	34.08	0.0	1.0
887	Hello	334	918	2008-10-10	2008	2005	Flop	2	14.0	9.7	12.105	34.44	23.862	29.778	0.0	1.0
888	Phillauri	3486	919	2017-03-24	2017	2015	Flop	2	29.0	21.17	25.025	34.8	25.404	30.03	0.0	1.0
889	Sanam Re	3218	920	2016-02-12	2016	2015	Flop	2	27.0	19.48	21.555	33.21	23.96	26.513	0.0	1.0
890	Daawat E Ishq	2303	921	2014-09-19	2014	2010	Flop	2	32.0	20.42	25.58	44.16	28.18	35.3	0.0	1.0
891	Military Raaj	2591	922	1998-02-27	1998	1995	Flop	2	2.5	1.285	2.5580000000000003	10.225	5.256	10.462	0.0	2.0
892	God And Gun	2994	923	1995-05-05	1995	1995	Flop	2	2.25	1.263	1.86	11.857	6.656	9.802	0.0	1.0
893	Rocky Handsome	3257	925	2016-03-24	2016	2015	Flop	2	43.0	18.69	22.038	52.89	22.989	27.107	0.0	1.0
894	Armaan	532	926	2003-05-16	2003	2000	Flop	2	9.5	3.94	6.82	29.925	12.411	21.483	0.0	1.0
895	Vishwasghaat	2831	927	1996-01-19	1996	1995	Flop	2	2.25	1.31	2.093	10.8	6.288	10.046	0.0	1.0
896	Paandav	3014	928	1995-03-03	1995	1995	Flop	2	1.5	1.008	1.733	7.905	5.312	9.133	0.0	2.0
897	Gunehgar	3025	929	1995-01-06	1995	1995	Flop	2	1.75	1.07	1.675	9.222	5.639	8.827	0.0	1.0
898	Aazmayish	2996	930	1995-04-21	1995	1995	Flop	2	1.5	0.915	1.845	7.905	4.822	9.723	0.0	2.0
899	Gundagardi	2679	930	1997-06-06	1997	1995	Flop	2	2.5	1.055	2.253	10.875	4.589	9.801	0.0	1.0
900	Sarabjit	3284	932	2016-05-20	2016	2015	Flop	2	32.0	18.95	25.695	39.36	23.308	31.605	0.0	1.0
901	Dum	543	933	2003-01-24	2003	2000	Flop	2	7.75	2.755	5.03	24.412	8.678	15.844	0.0	1.0
902	Angaaray	2547	934	1998-07-24	1998	1995	Flop	2	3.5	1.58	2.83	14.315	6.462	11.575	0.0	1.0
903	Rangbaaz	2741	935	1996-10-25	1996	1995	Flop	2	2.0	1.115	2.0980000000000003	9.6	5.352	10.07	0.0	2.0
904	7 Khoon Maaf	47	936	2011-02-18	2011	2010	Flop	2	25.0	14.69	19.26	44.5	26.148	34.283	0.0	1.0
905	2001 - Do Hazaar Ek	2592	937	1998-02-20	1998	1995	Flop	2	3.25	1.285	2.543	13.292	5.256	10.401	0.0	1.0
906	Baazaar	5526	938	2018-10-26	2018	2015	Flop	2	34.0	16.42	25.7	39.1	18.883	29.555	0.0	1.0
907	Katti Batti	3023	939	2015-09-18	2015	2015	Flop	2	32.0	21.85	23.755	41.6	28.405	30.882	0.0	1.0
908	Do Aankhen Barah Haath	2672	940	1997-07-11	1997	1995	Flop	2	3.0	1.325	2.388	13.05	5.764	10.388	0.0	1.0
909	Manmarziyan	3867	941	2018-09-14	2018	2015	Flop	2	28.0	20.32	25.575	32.2	23.368	29.411	0.0	1.0
910	Diya Aur Toofan	2918	942	1995-10-27	1995	1995	Flop	2	2.0	1.078	1.8430000000000002	10.54	5.681	9.713	0.0	1.0
911	Kyun! Ho Gaya Na....	469	943	2004-08-13	2004	2000	Flop	2	10.0	5.8	7.88	30.3	17.574	23.876	0.0	1.0
912	Shera	2454	944	1999-02-05	1999	1995	Flop	2	2.0	1.36	2.615	7.1	4.828	9.283	1.0	2.0
913	Dil Ne Jise Apna Kahaa	468	945	2004-09-10	2004	2000	Flop	2	11.0	4.95	6.85	33.33	14.998	20.755	0.0	1.0
914	Murder 3	1247	946	2013-02-15	2013	2010	Flop	2	15.0	17.5	18.51	22.65	26.425	27.95	0.0	2.0
915	Gunaah	625	947	2002-09-20	2002	2000	Flop	2	4.0	2.71	4.485	13.0	8.808	14.576	0.0	2.0
916	Veer	2938	948	1995-09-01	1995	1995	Flop	2	1.5	1.1179999999999999	1.6980000000000002	7.905	5.892	8.948	0.0	2.0
917	Yeh Teraa Ghar Yeh Meraa Ghar	692	949	2001-10-12	2001	2000	Flop	2	6.25	2.595	3.87	21.312	8.849	13.197	0.0	1.0
918	Jazbaa	3067	950	2015-10-09	2015	2015	Flop	2	28.0	19.86	22.475	36.4	25.818	29.218	0.0	1.0
919	Alone	2532	951	2015-01-16	2015	2015	Flop	2	19.0	16.76	18.71	24.7	21.788	24.323	0.0	1.0
920	Chakravyuh	1166	952	2012-10-24	2012	2010	Flop	2	30.0	14.34	17.033	50.4	24.091	28.615	0.0	1.0
921	Boom	529	953	2003-09-19	2003	2000	Flop	2	8.0	5.28	6.23	25.2	16.632	19.624	0.0	1.0
922	Ek Paheli Leela	2844	954	2015-04-10	2015	2015	Flop	2	23.0	16.32	18.515	29.9	21.216	24.07	0.0	1.0
923	D Day	1308	955	2013-07-19	2013	2010	Flop	2	28.0	13.66	18.42	42.28	20.627	27.814	0.0	1.0
924	Zulmi	2429	956	1999-04-16	1999	1995	Flop	2	3.5	1.625	2.7430000000000003	12.425	5.769	9.738	0.0	1.0
925	Dev	1163	957	2004-06-11	2004	2000	Flop	2	8.25	5.02	6.83	24.998	15.211	20.695	0.0	1.0
926	Break Ke Baad	77	958	2010-11-26	2010	2010	Flop	2	22.0	14.2	16.863	42.9	27.69	32.883	0.0	1.0
927	Mard	2567	959	1998-05-22	1998	1995	Flop	2	2.25	1.26	2.2880000000000003	9.202	5.153	9.358	0.0	2.0
928	Zilla Ghaziabad	1251	960	2013-02-22	2013	2010	Flop	2	36.0	13.92	15.655	54.36	21.019	23.639	0.0	1.0
929	Mrityudand	2671	961	1997-07-11	1997	1995	Flop	2	2.75	0.875	2.6	11.962	3.806	11.31	0.0	1.0
930	Kyaa Dil Ne Kahaa	640	962	2002-06-28	2002	2000	Flop	2	6.25	3.0	4.235	20.312	9.75	13.764	0.0	1.0
931	Hum Sab Chor Hain	2917	963	1995-10-27	1995	1995	Flop	2	1.75	0.873	1.67	9.222	4.601	8.801	0.0	1.0
932	Jodidar	2650	964	1997-09-05	1997	1995	Flop	2	1.5	1.03	1.94	6.525	4.48	8.439	1.0	2.0
933	Ok Jaanu	3448	965	2017-01-13	2017	2015	Flop	2	27.0	17.19	21.32	32.4	20.628	25.584	0.0	1.0
934	Bbuddah Hoga Terra Baap	53	966	2011-07-01	2011	2010	Flop	2	21.0	11.48	15.173	37.38	20.434	27.008	0.0	1.0
935	Kabul Express	365	967	2006-12-15	2006	2005	Flop	2	12.0	7.21	11.695	33.24	19.972	32.395	0.0	1.0
936	Mastizaade	3212	968	2016-01-29	2016	2015	Flop	2	30.0	16.46	17.715	36.9	20.246	21.789	0.0	1.0
937	Kuch Naa Kaho	531	969	2003-09-05	2003	2000	Flop	2	8.0	3.7	6.455	25.2	11.655	20.333	0.0	1.0
938	Apne Dam Par	2820	970	1996-03-15	1996	1995	Flop	2	2.0	1.08	1.7630000000000001	9.6	5.184	8.462	0.0	1.0
939	Muqadama	2776	971	1996-07-19	1996	1995	Flop	2	2.25	1.055	1.8230000000000002	10.8	5.064	8.75	0.0	1.0
940	Humse Badhkar Kaun	2558	973	1998-06-12	1998	1995	Flop	2	2.25	1.155	2.3	9.202	4.724	9.407	0.0	2.0
941	Policegiri	1291	974	2013-07-05	2013	2010	Flop	2	30.0	12.91	14.865	45.3	19.494	22.446	0.0	1.0
942	Laawaris	2448	975	1999-03-05	1999	1995	Flop	2	3.5	1.44	2.603	12.425	5.112	9.241	0.0	1.0
943	Parwana	562	976	2003-09-12	2003	2000	Flop	2	6.75	3.1	4.35	21.262	9.765	13.702	0.0	1.0
944	Aisha	84	977	2010-08-06	2010	2010	Flop	2	18.0	12.64	15.783	35.1	24.648	30.777	0.0	1.0
945	Begum Jaan	3510	979	2017-04-14	2017	2015	Flop	2	19.0	15.89	20.053	22.8	19.068	24.064	0.0	2.0
946	Mulk	3808	980	2018-08-03	2018	2015	Flop	2	19.0	12.54	21.89	21.85	14.421	25.173	0.0	2.0
947	Saand Ki Aankh	5731	981	2019-10-25	2019	2015	Flop	2	25.0	11.58	23.36	27.5	12.738	25.696	0.0	1.0
948	Stunttman	3068	982	1994-10-21	1994	1995	Flop	2	1.5	0.963	1.37	8.655	5.557	7.905	0.0	1.0
949	Aao Pyar Karen	3062	983	1994-11-25	1994	1995	Flop	2	1.0	0.898	1.433	5.77	5.181	8.268	1.0	2.0
950	Junglee	5632	984	2019-03-29	2019	2015	Flop	2	46.0	19.01	22.925	50.6	20.911	25.218	0.0	1.0
951	Ek Ajnabee	295	985	2005-12-09	2005	2005	Flop	2	12.0	4.675	6.935	35.04	13.651	20.25	0.0	1.0
952	PM Narendra Modi	5663	986	2019-05-24	2019	2015	Flop	2	25.0	15.65	22.42	27.5	17.215	24.662	0.0	1.0
953	The Attacks Of 26/11	1258	987	2013-03-01	2013	2010	Flop	2	23.0	12.27	15.42	34.73	18.528	23.284	0.0	1.0
954	Sanam	2686	989	1997-05-09	1997	1995	Flop	2	1.75	0.895	1.73	7.612	3.893	7.525	0.0	1.0
955	TE3N	3297	990	2016-06-10	2016	2015	Flop	2	34.0	16.21	18.85	41.82	19.938	23.186	0.0	1.0
956	Chocolate	420	991	2005-09-23	2005	2005	Flop	2	9.0	3.7	6.64	26.28	10.804	19.389	0.0	1.0
957	Darna Mana Hai	1196	992	2003-07-25	2003	2000	Flop	2	4.5	3.84	5.145	14.175	12.096	16.207	0.0	2.0
958	Hitler	2570	993	1998-05-15	1998	1995	Flop	2	2.25	1.08	1.94	9.202	4.417	7.935	0.0	1.0
959	Tirchhi Topiwale	2526	994	1998-09-11	1998	1995	Flop	2	1.75	0.85	2.26	7.158	3.476	9.243	1.0	2.0
960	Karwaan	3807	995	2018-08-03	2018	2015	Flop	2	23.0	12.33	20.183	26.45	14.18	23.21	0.0	1.0
961	Ab Ke Baras	1254	996	2002-05-10	2002	2000	Flop	2	5.25	1.865	3.085	17.062	6.061	10.026	0.0	1.0
962	Run	483	997	2004-05-14	2004	2000	Flop	2	6.75	3.28	4.745	20.452	9.938	14.377	0.0	1.0
963	Taaqat	2960	998	1995-06-23	1995	1995	Flop	2	1.75	0.935	1.485	9.222	4.927	7.826	0.0	1.0
964	D	415	999	2005-06-03	2005	2005	Flop	2	6.5	4.225	5.935	18.98	12.337	17.33	0.0	1.0
965	Out Of Control	533	1000	2003-11-21	2003	2000	Flop	2	5.25	3.31	4.77	16.537	10.426	15.025	0.0	1.0
966	Vaada	430	1001	2005-01-07	2005	2005	Flop	2	8.0	3.85	5.41	23.36	11.242	15.797	0.0	1.0
967	Luck By Chance	786	1002	2009-01-30	2009	2005	Flop	2	18.0	9.16	12.25	40.5	20.61	27.562	0.0	1.0
968	1920 London	3275	1003	2016-05-06	2016	2015	Flop	2	21.0	12.48	15.35	25.83	15.35	18.88	0.0	1.0
969	The Shaukeens	2379	1004	2014-11-07	2014	2010	Flop	2	41.0	16.73	18.345	56.58	23.087	25.316	0.0	1.0
970	Madaari	3339	1005	2016-07-22	2016	2015	Flop	2	30.0	13.41	17.79	36.9	16.494	21.882	0.0	1.0
971	Blackmail	3746	1006	2018-04-06	2018	2015	Flop	2	20.0	15.26	19.52	23.0	17.549	22.448	0.0	1.0
972	Ustadon Ke Ustad	2586	1007	1998-03-20	1998	1995	Flop	2	2.25	1.19	1.835	9.202	4.867	7.505	0.0	1.0
973	Happy Phirr Bhag Jayegi	3817	1008	2018-08-24	2018	2015	Flop	2	30.0	16.71	19.262999999999998	34.5	19.216	22.152	0.0	1.0
974	Creature 3D	2301	1009	2014-09-12	2014	2010	Flop	2	25.0	13.31	14.505	34.5	18.368	20.017	0.0	1.0
975	Bandish	2822	1010	1996-02-23	1996	1995	Flop	2	2.25	1.51	2.533	10.8	7.248	12.158	0.0	2.0
976	Nirbhay	2821	1011	1996-02-23	1996	1995	Flop	2	1.5	0.745	1.348	7.2	3.576	6.47	0.0	1.0
977	Footpath	544	1012	2003-08-15	2003	2000	Flop	2	5.5	2.735	4.145	17.325	8.615	13.057	0.0	1.0
978	Shaka Laka Boom Boom	1457	1013	2007-04-06	2007	2005	Flop	2	11.5	5.68	6.775	29.9	14.768	17.615	0.0	1.0
979	The Sky Is Pink	5713	1014	2019-10-11	2019	2015	Flop	2	42.0	15.01	20.115	46.2	16.511	22.126	0.0	1.0
980	Good Boy Bad Boy	1465	1015	2007-05-11	2007	2005	Flop	2	12.5	4.81	7.25	32.5	12.506	18.85	0.0	1.0
981	De Taali	318	1016	2008-06-20	2008	2005	Flop	2	12.0	7.26	8.485	29.52	17.86	20.873	0.0	1.0
982	Thackeray	5578	1017	2019-01-25	2019	2015	Flop	2	31.0	16.83	19.817999999999998	34.1	18.513	21.8	0.0	1.0
983	Sham Ghansham	2562	1018	1998-05-29	1998	1995	Flop	2	2.5	1.01	1.875	10.225	4.131	7.669	0.0	1.0
984	Do Numri	2551	1019	1998-07-17	1998	1995	Flop	2	1.75	0.94	1.765	7.158	3.845	7.219	0.0	2.0
985	Vaah! Life Ho Toh Aisi!	423	1020	2005-12-23	2005	2005	Flop	2	13.0	3.795	5.84	37.96	11.081	17.053	0.0	1.0
986	Ram Aur Shyam	2728	1021	1996-12-20	1996	1995	Flop	2	1.75	1.025	1.475	8.4	4.92	7.08	0.0	1.0
987	Darna Zaroori Hai	288	1022	2006-04-28	2006	2005	Flop	2	8.75	5.37	6.425	24.238	14.875	17.797	0.0	1.0
988	Ek Ladki Ko Dekha Toh Aisa Laga	5581	1023	2019-02-01	2019	2015	Flop	2	35.0	16.15	19.317999999999998	38.5	17.765	21.25	0.0	1.0
989	Akhiyon Se Goli Maare	639	1024	2002-08-02	2002	2000	Flop	2	5.25	2.15	3.1	17.062	6.988	10.075	0.0	1.0
