film	id	rank	release_date	verdict	budget	first_week	tot_net_gross
Gulaab Gang	2201	1066	7-Mar-14	Flop	290000000	93300000	104250000
Maa Kasam	2346	1067	5-Nov-99	Flop	15000000	8500000	14150000
Badmaash	2610	1068	23-Jan-98	Flop	17500000	8150000	13300000
Sanam Harjai	2939	1069	25-Aug-95	Flop	12500000	5350000	9250000
Ugly Aur Pagli	209	1070	1-Aug-08	Flop	120000000	66800000	71300000
Ishq Mein Jeena Ishq Mein Marna	3104	1071	24-Jun-94	Flop	5500000	2100000	5875000
The Train	1469	1072	8-Jun-07	Flop	77500000	43700000	51075000
Phoonk 2	130	1073	16-Apr-10	Flop	80000000	55000000	67225000
Sultaan	759	1074	17-Mar-00	Flop	15000000	7850000	13775000
Benaam	2392	1075	2-Jul-99	Flop	15000000	5600000	12500000
Ek Khiladi Ek Haseena	432	1076	18-Nov-05	Flop	57500000	39400000	47350000
Wajah Tum Ho	3439	1077	16-Dec-16	Flop	140000000	90900000	97050000
Jodi Breakers	14	1078	24-Feb-12	Flop	210000000	81600000	96525000
Smuggler	2835	1079	5-Jan-96	Flop	12500000	3750000	8725000
Bobby Jasoos	2273	1080	4-Jul-14	Flop	260000000	108800000	119350000
Zakhmi Dil	3061	1081	25-Nov-94	Flop	8500000	4575000	8175000
Loveyatri	3941	1082	5-Oct-18	Flop	240000000	111400000	126100000
Saawan... The Love Season	370	1083	7-Apr-06	Flop	50000000	30600000	34650000
Gunda	2527	1084	4-Sep-98	Flop	15000000	10050000	21350000
Devta	2518	1084	2-Oct-98	Flop	20000000	8000000	12500000
Naina	1708	1085	20-May-05	Flop	50000000	34100000	48250000
Ghost	23	1086	13-Jan-12	Flop	90000000	53700000	69125000
Roar - Tigers Of The Sundarbans	2358	1087	31-Oct-14	Flop	250000000	84800000	99125000
Tumbbad	3958	1088	12-Oct-18	Flop	150000000	49900000	121450000
Poster Boys	3593	1089	8-Sep-17	Flop	270000000	106100000	116475000
Inkaar	1220	1090	18-Jan-13	Flop	140000000	92300000	102050000
13B	160	1091	6-Mar-09	Flop	120000000	47700000	73650000
Ghar Ki Izzat	3050	1092	16-Dec-94	Flop	10000000	3475000	8450000
Fugly	2262	1093	13-Jun-14	Flop	180000000	99600000	107675000
Bachke Rehna Re Baba	1700	1094	17-Jun-05	Flop	60000000	28150000	36700000
Babumoshai Bandookbaaz	3588	1095	25-Aug-17	Flop	100000000	86800000	97875000
Khamoshiyan	2604	1096	30-Jan-15	Flop	120000000	86600000	96300000
Dolly Ki Doli	2565	1097	23-Jan-15	Flop	210000000	102500000	112450000
Aatma	995	1098	22-Mar-13	Flop	110000000	80200000	83450000
Pyaar Mein Kabhi Kabhi...	2412	1099	25-Jun-99	Flop	25000000	9650000	18550000
Fun2shh...	558	1100	19-Dec-03	Flop	37500000	17300000	29200000
Tum - A Dangerous Obsession	1866	1101	20-Feb-04	Flop	37500000	15450000	28600000
Hind Ka Napak Ko Jawab - MSG Lion Heart-2	3465	1102	10-Feb-17	Flop	120000000	42900000	107150000
Teen Moti	2975	1103	26-May-95	Flop	6000000	4400000	6850000
Oye Lucky! Lucky Oye!	338	1104	28-Nov-08	Flop	120000000	46250000	67175000
Bombay Talkies	884	1105	3-May-13	Flop	125000000	63000000	96150000
Daddy	3592	1106	8-Sep-17	Flop	210000000	88400000	104550000
Mukkabaaz	3699	1107	12-Jan-18	Flop	120000000	67000000	106325000
Paying Guests	1084	1108	19-Jun-09	Flop	110000000	46400000	55450000
Milenge Milenge	105	1109	9-Jul-10	Flop	120000000	56600000	65750000
Red - The Dark Side	354	1110	9-Mar-07	Flop	40000000	33700000	39200000
Shaitan	68	1111	10-Jun-11	Flop	120000000	52600000	82650000
Revolver Rani	2234	1112	25-Apr-14	Flop	270000000	83000000	88950000
Kasam	691	1113	12-Oct-01	Flop	17500000	7850000	12850000
Jail	1126	1114	6-Nov-09	Flop	140000000	57300000	61210000
Blood Money	21	1115	30-Mar-12	Flop	90000000	80300000	85450000
Dhoondte Reh Jaoge	789	1116	6-Mar-09	Flop	100000000	47400000	62975000
"I, Me Aur Main"	1257	1117	1-Mar-13	Flop	200000000	77600000	85100000
Hawas	1179	1118	26-Mar-04	Flop	17500000	13400000	21550000
Section 375	5708	1119	13-Sep-19	Flop	170000000	71100000	108800000
Meri Pyaari Bindu	3525	1120	12-May-17	Flop	220000000	88100000	92035000
Aaya Toofan	2383	1121	27-Aug-99	Flop	15000000	5700000	10050000
Hattrick	357	1122	16-Mar-07	Flop	90000000	40300000	48100000
Agyaat	168	1123	7-Aug-09	Flop	85000000	51800000	53300000
Sanam Teri Kasam	3215	1124	5-Feb-16	Flop	190000000	71400000	80350000
Paap	537	1125	30-Jan-04	Flop	30000000	18000000	24950000
Zordaar	2750	1126	11-Oct-96	Flop	10000000	4225000	7725000
Tamanna	2700	1127	7-Mar-97	Flop	10000000	3325000	10275000
Dharam Sankat Mein	2843	1128	10-Apr-15	Flop	140000000	75200000	90650000
Ujda Chaman	5733	1129	1-Nov-19	Flop	180000000	98700000	101850000
Dirty Politics	2722	1130	6-Mar-15	Flop	110000000	56700000	62200000
Astitva	729	1131	6-Oct-00	Flop	15000000	4700000	14575000
Sautela	2336	1132	3-Dec-99	Flop	12500000	4800000	9450000
Fun... Can Be Dangerous Sometimes	1740	1133	25-Feb-05	Flop	20000000	11150000	22900000
Mumbai Xpress	1723	1134	15-Apr-05	Flop	45000000	21600000	35000000
Hawaa Hawaai	2243	1135	9-May-14	Flop	110000000	63200000	83675000
Pyaar Impossible!	113	1136	8-Jan-10	Flop	140000000	51600000	58950000
Billa No.786	734	1137	29-Dec-00	Flop	15000000	4200000	9800000
Nazar	1707	1138	20-May-05	Flop	37500000	21400000	27800000
Zid	2438	1139	28-Nov-14	Flop	100000000	52600000	60250000
Black & White	191	1140	7-Mar-08	Flop	90000000	33200000	53050000
Chameli	447	1141	9-Jan-04	Flop	35000000	21300000	31950000
Mickey Virus	1660	1142	25-Oct-13	Flop	110000000	70000000	78050000
Johnny Gaddaar	247	1143	28-Sep-07	Flop	75000000	28300000	40500000
Daddy Cool - Join The Fun	174	1144	28-Aug-09	Flop	130000000	39900000	44425000
War... Chhod Na Yaar	1619	1145	11-Oct-13	Flop	170000000	60100000	63400000
Black Friday	1434	1146	9-Feb-07	Flop	45000000	28800000	47550000
Dangerous Ishhq	73	1147	11-May-12	Flop	260000000	55000000	57550000
Droh Kaal	2993	1148	5-May-95	Flop	6500000	3325000	8875000
Satta	578	1149	7-Feb-03	Flop	25000000	7150000	15100000
Godmother	2374	1150	3-Sep-99	Flop	22500000	5650000	18800000
London Paris New York	17	1151	2-Mar-12	Flop	105000000	55900000	63800000
Aloo Chaat	171	1152	20-Mar-09	Flop	100000000	31100000	48600000
Vatsyayana Kamsutra	2081	1153	9-Mar-01	Flop	6500000	4500000	8500000
Bank Chor	3551	1154	16-Jun-17	Flop	150000000	68900000	71100000
Teraa Surroor	3242	1155	11-Mar-16	Flop	150000000	59500000	61800000
Danger	1971	1156	17-May-02	Flop	27500000	11600000	17000000
Jattu Engineer	3528	1157	19-May-17	Flop	90000000	26800000	71750000
Luv Shuv Tey Chicken Khurana	1172	1158	2-Nov-12	Flop	110000000	51100000	64175000
Luv Ka The End	61	1159	6-May-11	Flop	85000000	42200000	58675000
Horror Story	1483	1160	13-Sep-13	Flop	60000000	47900000	51600000
Socha Na Tha	416	1161	4-Mar-05	Flop	50000000	14150000	34300000
Tabaahi - The Destroyer	2333	1162	17-Dec-99	Flop	12500000	4000000	7550000
Raman Raghav 2.0	3310	1163	24-Jun-16	Flop	100000000	59300000	68000000
Calendar Girls	3038	1164	25-Sep-15	Flop	130000000	58500000	58950000
Saheb Biwi Aur Gangster 3	3794	1165	27-Jul-18	Flop	280000000	71400000	73550000
Mr Ya Miss	429	1166	2-Dec-05	Flop	47500000	26900000	30675000
Filmistaan	2255	1167	6-Jun-14	Flop	75000000	45700000	67625000
Ekk Deewana Tha	18	1168	17-Feb-12	Flop	140000000	52700000	56150000
Gulaal	787	1169	13-Mar-09	Flop	100000000	33300000	43050000
Citylights	2253	1170	30-May-14	Flop	90000000	56500000	66150000
Being Cyrus	281	1171	24-Mar-06	Flop	40000000	22100000	39050000
Bajatey Raho	1376	1172	26-Jul-13	Flop	150000000	50400000	54525000
Stanley Ka Dabba	66	1173	13-May-11	Flop	45000000	26000000	55575000
Bhoot Returns	1150	1174	12-Oct-12	Flop	75000000	44300000	45750000
3G	950	1175	15-Mar-13	Flop	130000000	51700000	54850000
Aag Aandhi Aur Toofan	3056	1176	25-Nov-94	Flop	2800000	1375000	3225000
Dil Dosti Etc	241	1177	28-Sep-07	Flop	35000000	15175000	26775000
Buddha Mar Gaya	1275	1178	17-Aug-07	Flop	37500000	27250000	29475000
Ugly	2484	1179	26-Dec-14	Flop	65000000	33500000	62350000
Main Aur Charles	3112	1180	30-Oct-15	Flop	100000000	51200000	58500000
Mujhse Fraaandship Karoge	844	1181	14-Oct-11	Flop	90000000	32900000	48675000
Not A Love Story	71	1182	19-Aug-11	Flop	75000000	37500000	42050000
Laila - A Mystery	1726	1183	1-Apr-05	Flop	15000000	8100000	14700000
Dil Kabaddi	321	1184	5-Dec-08	Flop	100000000	32700000	38400000
Do Dooni Chaar	126	1185	8-Oct-10	Flop	60000000	22900000	42275000
Margarita With A Straw	2849	1186	17-Apr-15	Flop	65000000	32400000	55975000
Contract	215	1187	18-Jul-08	Flop	75000000	25350000	26600000
Shor In The City	60	1188	29-Apr-11	Flop	75000000	34400000	43125000
Zanjeer - The Chain	2537	1189	28-Aug-98	Flop	9000000	3900000	5750000
Main Meri Patni Aur Woh	1651	1190	7-Oct-05	Flop	25000000	14400000	23625000
Jhankaar Beats	545	1191	20-Jun-03	Flop	27500000	6100000	21875000
Tutak Tutak Tutiya	3400	1192	7-Oct-16	Flop	110000000	44000000	47200000
Bawandar	731	1193	7-Dec-01	Flop	15000000	5600000	10500000
Nasha	1378	1194	26-Jul-13	Flop	80000000	27900000	31650000
Chillar Party	70	1195	8-Jul-11	Flop	57500000	35100000	41075000
Mumbai Meri Jaan	330	1196	22-Aug-08	Flop	35000000	24400000	35375000
Daku Kali Bhawani	2121	1197	27-Oct-00	Flop	6000000	2550000	5400000
Tum Bin 2	3428	1198	18-Nov-16	Flop	160000000	39500000	41325000
Andhera	3084	1199	26-Aug-94	Flop	1500000	NaN	2300000
Makdee	629	1200	22-Nov-02	Flop	12500000	3625000	11525000
Aagey Se Right	165	1201	4-Sep-09	Flop	60000000	25700000	30350000
Dor	294	1202	22-Sep-06	Flop	30000000	8950000	27025000
Basanti	2169	1203	28-Apr-00	Flop	5000000	3100000	4850000
Chhota Bheem And The Curse Of Damyaan	173	1204	18-May-12	Flop	45000000	23800000	40550000
Journey Bombay To Goa	1486	1205	6-Jul-07	Flop	42500000	18300000	25225000
Dalaal No.1	709	1206	2-Jun-00	Flop	4000000	3000000	5050000
Indu Sarkar	3570	1207	28-Jul-17	Flop	120000000	43900000	46825000
Bhootraaj	2171	1208	21-Apr-00	Flop	4500000	2300000	4575000
Mastram	2242	1209	9-May-14	Flop	60000000	33600000	35075000
Well Done Abba	134	1210	26-Mar-10	Flop	60000000	19700000	30950000
Nil Battey Sannatta	3267	1211	22-Apr-16	Flop	75000000	28000000	56250000
Gippi	1269	1212	10-May-13	Flop	60000000	37300000	42600000
Ek Vivaah... Aisa Bhi	214	1213	7-Nov-08	Flop	35000000	8600000	17175000
Jungle Ki Sherni	2072	1214	6-Apr-01	Flop	3500000	2100000	4600000
Woodstock Villa	211	1215	30-May-08	Flop	65000000	20300000	22550000
Nawabzaade	3800	1216	27-Jul-18	Flop	100000000	37000000	42500000
Chhota Bheem And The Throne Of Bali	651	1217	3-May-13	Flop	50000000	25300000	39300000
Suhagraat Se Pehle	2799	1218	17-May-96	Flop	2000000	NaN	2800000
Chhota Bheem Himalayan Adventure	3203	1219	8-Jan-16	Flop	57500000	28300000	39000000
Udaan	123	1220	16-Jul-10	Flop	45000000	20400000	30650000
Traffic	3273	1221	6-May-16	Flop	90000000	31400000	36500000
Joggers' Park	552	1222	12-Sep-03	Flop	15000000	5050000	16275000
My Wife's Murder	428	1223	19-Aug-05	Flop	47500000	16750000	20775000
Teree Sang	169	1224	7-Aug-09	Flop	80000000	16900000	19725000
Phas Gaye Re Obama	968	1225	3-Dec-10	Flop	62500000	18500000	29000000
Laash	2596	1226	6-Feb-98	Flop	2500000	NaN	3100000
Pyasi Aatma	2490	1227	18-Dec-98	Flop	3500000	1275000	2975000
Shaurya	199	1228	4-May-08	Flop	45000000	16000000	22975000
Aamir	886	1229	6-Jun-08	Flop	35000000	10100000	24200000
Shaadi Ka Laddoo	501	1230	23-Apr-04	Flop	30000000	7250000	10025000
Sehar	422	1231	29-Jul-05	Flop	40000000	7200000	14250000
Putlibai	2434	1232	2-Apr-99	Flop	3000000	1350000	2950000
Khooni Dracula	2957	1233	30-Jun-95	Flop	1500000	NaN	1800000
Prem Shastra	2382	1234	27-Aug-99	Flop	3000000	NaN	3100000
Ganga Aur Ranga	3101	1235	1-Jul-94	Flop	2000000	NaN	1400000
Aag Aur Tezaab	2600	1236	23-Jan-98	Flop	3000000	NaN	2700000
Pihu	5549	1237	16-Nov-18	Flop	40000000	26300000	31725000
Bhayaanak Panja	2770	1238	16-Aug-96	Flop	2500000	NaN	2300000
Rules - Pyaar Ka Superhit Formula	653	1239	5-Sep-03	Flop	15000000	5250000	10975000
15 Park Avenue	1614	1240	6-Jan-06	Flop	25000000	7100000	17800000
Sins	1737	1241	25-Feb-05	Flop	12500000	6800000	16650000
Poorna	3498	1242	31-Mar-17	Flop	37500000	14900000	31200000
Quick Gun Murugun	1110	1243	28-Aug-09	Flop	60000000	13650000	18700000
Tera Tota Meri Maina	1967	1244	17-May-02	Flop	2000000	NaN	3200000
Lafdaa	2425	1245	30-Apr-99	Flop	3000000	NaN	3200000
Jungle Love Story	2524	1246	11-Sep-98	Flop	2500000	1350000	2375000
Meri Dhoti Tera Ghagra	2032	1247	24-Aug-01	Flop	1500000	NaN	2700000
Beehad - The Ravine	1273	1248	12-Apr-13	Flop	20000000	4100000	7950000
Shahid	1623	1249	18-Oct-13	Flop	65000000	18050000	19975000
Mixed Doubles	1608	1250	10-Feb-06	Flop	20000000	6200000	13450000
Loins Of Punjab Presents	252	1251	21-Sep-07	Flop	25000000	7425000	14200000
Darwaza	1946	1252	27-Sep-02	Flop	1500000	NaN	2200000
My Friend Ganesha	1487	1253	6-Jul-07	Flop	22500000	7850000	11550000
Haraamkhor	3449	1254	13-Jan-17	Flop	22500000	11650000	16475000
Little Zizou	1065	1255	13-Mar-09	Flop	27500000	5800000	11675000
Secrets Of Sex	1210	1256	14-Dec-12	Flop	4000000	1225000	4950000
Hacked	5757	1257	7-Feb-20	Flop	45000000	NaN	15400000
Angoor	1642	1258	2-Nov-05	Flop	2500000	NaN	2400000
Miss Teacher	3247	1259	18-Mar-16	Flop	NaN	6250000	8100000
The Dirty Relation	1282	1260	19-Apr-13	Flop	5000000	1800000	3575000
C D Kaand	2320	1261	10-Oct-14	Flop	3000000	NaN	4000000
Duplicate Sholay	1975	1262	26-Apr-02	Flop	2000000	NaN	2700000
Karim Mohammed	3820	1263	24-Aug-18	Flop	NaN	NaN	150000
Berozgaar Leader	5718	1264	9-Aug-19	Flop	NaN	NaN	50000
Naagmani - Naag Ka Gehna	3821	1265	24-Aug-18	Flop	NaN	NaN	50000
Raju Chacha	754	1266	29-Dec-00	Disaster	250000000	49500000	106850000
Chandni Chowk To China	146	1267	16-Jan-09	Disaster	620000000	253700000	294550000
Salaam-E-Ishq	343	1268	26-Jan-07	Disaster	430000000	162600000	226800000
Deewaar - Let's Bring Our Heroes Home	448	1269	25-Jun-04	Disaster	210000000	80500000	132400000
Saawariya	260	1270	9-Nov-07	Disaster	450000000	168600000	209200000
One 2 Ka 4	678	1271	30-Mar-01	Disaster	120000000	37100000	66350000
23rd March 1931 Shaheed	611	1272	7-Jun-02	Disaster	200000000	50800000	76000000
Na Tum Jaano Na Hum	612	1273	10-May-02	Disaster	140000000	43350000	81400000
Ab Tumhare Hawale Watan Saathiyo	441	1274	24-Dec-04	Disaster	200000000	71900000	115600000
Guzaarish	78	1275	19-Nov-10	Disaster	740000000	215400000	295650000
Players	8	1276	6-Jan-12	Disaster	550000000	215200000	299025000
Khiladi 420	748	1277	29-Dec-00	Disaster	80000000	33800000	57550000
The Legend Of Bhagat Singh	619	1278	7-Jun-02	Disaster	200000000	33000000	74450000
Yuvvraaj	333	1279	21-Nov-08	Disaster	480000000	129400000	168900000
Aan - Men at Work	465	1280	4-Jun-04	Disaster	150000000	61200000	92650000
Bulandi	735	1281	7-Jan-00	Disaster	70000000	26700000	44000000
Aar Ya Paar	2709	1282	31-Jan-97	Disaster	35000000	12800000	24500000
Mr. Bechara	2765	1283	30-Aug-96	Disaster	37500000	14575000	31200000
Om Jai Jagadish	627	1284	19-Jul-02	Disaster	130000000	37100000	61550000
Naqaab	255	1285	13-Jul-07	Disaster	190000000	102600000	126900000
Pagalpanti	5737	1286	22-Nov-19	Disaster	720000000	290900000	339275000
Panipat	5740	1287	6-Dec-19	Disaster	920000000	256700000	343850000
Chaand Kaa Tukda	3087	1288	19-Aug-94	Disaster	27500000	12350000	20550000
Kanoon	3148	1289	1-Apr-94	Disaster	15500000	8650000	13900000
Family - Ties of Blood	296	1290	13-Jan-06	Disaster	250000000	57000000	85850000
Joker	1037	1291	31-Aug-12	Disaster	470000000	187200000	202275000
Thakshak	2338	1292	3-Dec-99	Disaster	65000000	20900000	36450000
Jo Bole So Nihaal	409	1293	13-May-05	Disaster	150000000	67000000	82150000
Raja Natwarlal	2297	1294	29-Aug-14	Disaster	470000000	207900000	235950000
Kisna	412	1295	21-Jan-05	Disaster	230000000	65900000	82200000
8 x 10 Tasveer	152	1296	3-Apr-09	Disaster	350000000	91600000	154075000
Elaan	410	1297	14-Jan-05	Disaster	150000000	46500000	75150000
Dhanwaan	3327	1298	10-Dec-93	Disaster	16000000	8200000	13875000
Prem Shakti	3170	1299	25-Feb-94	Disaster	14000000	6875000	12200000
Milan	3179	1300	4-Feb-94	Disaster	17000000	7325000	13100000
Yugpurush	2582	1301	27-Mar-98	Disaster	52500000	14500000	27250000
Tango Charlie	414	1302	25-Mar-05	Disaster	135000000	47400000	71550000
Rudraksh	470	1303	13-Feb-04	Disaster	120000000	47000000	58950000
Insan	424	1304	14-Jan-05	Disaster	125000000	37200000	65750000
Silsila Hai Pyar Ka	2428	1305	16-Apr-99	Disaster	57500000	16100000	34150000
Love Story 2050	196	1306	4-Jul-08	Disaster	400000000	97300000	110050000
Insaaf Apne Lahoo Se	3162	1307	18-Mar-94	Disaster	14000000	6325000	10875000
1947 Earth	2372	1308	10-Sep-99	Disaster	47500000	16100000	37955000
Bombay Velvet	2865	1309	15-May-15	Disaster	1180000000	220700000	228025000
Raabta	3549	1310	9-Jun-17	Disaster	470000000	195700000	216825000
Tezz	20	1311	27-Apr-12	Disaster	520000000	145900000	159150000
Happy Ending	2410	1312	21-Nov-14	Disaster	570000000	202900000	223125000
Karzzzz	195	1313	17-Oct-08	Disaster	240000000	90600000	103350000
Shamitabh	2615	1314	6-Feb-15	Disaster	490000000	183200000	217450000
Rangoon	3471	1315	24-Feb-17	Disaster	610000000	193500000	208700000
Aakrosh	107	1316	15-Oct-10	Disaster	380000000	112300000	130750000
Koi Mere Dil Se Poochhe	642	1317	11-Jan-02	Disaster	65000000	23950000	38000000
Mr. X	2850	1318	17-Apr-15	Disaster	370000000	175900000	193475000
Kismat	477	1319	20-Feb-04	Disaster	70000000	30200000	49100000
Pyaar Ishq Aur Mohabbat	689	1320	3-Aug-01	Disaster	120000000	24100000	33150000
Mohabbat Ki Arzoo	3136	1321	13-May-94	Disaster	11500000	5150000	10525000
Badhaai Ho Badhaai	1252	1322	14-Jun-02	Disaster	77500000	27200000	37900000
Zubeidaa	685	1323	19-Jan-01	Disaster	50000000	12100000	34750000
Lakeer	473	1324	14-May-04	Disaster	160000000	36000000	47950000
Rakht	486	1325	3-Sep-04	Disaster	120000000	42400000	53400000
Tera Mera Saath Rahen	693	1326	16-Nov-01	Disaster	57500000	19550000	30425000
Bambai Ka Babu	2818	1327	22-Mar-96	Disaster	22500000	9425000	18375000
Awarapan	228	1328	29-Jun-07	Disaster	180000000	44700000	77550000
Naksha	305	1329	8-Sep-06	Disaster	220000000	54300000	66100000
Drona	319	1330	2-Oct-08	Disaster	430000000	76700000	89700000
Ram Gopal Varma Ki Aag	350	1331	31-Aug-07	Disaster	210000000	69800000	73925000
Maahir	2775	1332	19-Jul-96	Disaster	12500000	6300000	15050000
Hum Ho Gaye Aapke	687	1333	3-Aug-01	Disaster	50000000	17200000	28900000
Shikhar	1627	1334	30-Dec-05	Disaster	140000000	52700000	66200000
Ungli	2439	1335	28-Nov-14	Disaster	390000000	155500000	164550000
Zanjeer	1442	1336	6-Sep-13	Disaster	600000000	127200000	130700000
Department	135	1337	18-May-12	Disaster	320000000	114500000	118900000
Anthony Kaun Hai?	273	1338	4-Aug-06	Disaster	130000000	49800000	61700000
Oh Darling Yeh Hai India	2951	1339	11-Aug-95	Disaster	22500000	11550000	17775000
Fitoor	3217	1340	12-Feb-16	Disaster	710000000	161400000	168575000
Doli Saja Ke Rakhna	2499	1341	27-Nov-98	Disaster	42500000	12000000	23550000
Bas Itna Sa Khwaab Hai...	690	1342	6-Jul-01	Disaster	52500000	18000000	27300000
A Gentleman - Sundar Susheel Risky	3589	1343	25-Aug-17	Disaster	670000000	167900000	177250000
Umrao Jaan	377	1344	3-Nov-06	Disaster	230000000	60900000	74250000
Kabhi Na Kabhi	2577	1345	17-Apr-98	Disaster	35000000	12800000	20550000
Paramaatma	3143	1346	15-Apr-94	Disaster	15500000	4250000	8650000
Gang	738	1347	14-Apr-00	Disaster	50000000	13200000	23250000
Aiyaary	3716	1348	16-Feb-18	Disaster	570000000	160300000	175175000
Zameer - The Awakening Of A Soul	2684	1349	16-May-97	Disaster	30000000	10550000	16325000
Great Grand Masti	3324	1350	15-Jul-16	Disaster	390000000	135200000	143050000
Annarth	643	1351	1-Nov-02	Disaster	67500000	18250000	30000000
Ghaath	2108	1352	8-Dec-00	Disaster	37500000	13250000	23200000
Big Brother	1472	1353	13-Apr-07	Disaster	80000000	35000000	49400000
Shabd	426	1355	4-Feb-05	Disaster	95000000	38600000	54700000
What's Your Raashee	1120	1355	25-Sep-09	Disaster	320000000	86200000	101300000
Aetbaar	442	1356	23-Jan-04	Disaster	95000000	28000000	42500000
Madam X	3168	1357	25-Feb-94	Disaster	12500000	3975000	7237500
Sanjay	2934	1358	15-Sep-95	Disaster	20000000	7750000	12200000
Janam Kundli	2991	1359	12-May-95	Disaster	17500000	7400000	11250000
Gori Tere Pyaar Mein	1812	1360	22-Nov-13	Disaster	450000000	125300000	140175000
Baaz - A Bird in Danger	554	1361	7-Feb-03	Disaster	62500000	18200000	28050000
Aap Ki Khatir	268	1362	25-Aug-06	Disaster	160000000	53300000	63850000
Blackmail	433	1364	28-Jan-05	Disaster	95000000	31000000	41400000
Hameshaa	2649	1364	12-Sep-97	Disaster	40000000	12000000	16200000
Dus Kahaniyaan	243	1365	7-Dec-07	Disaster	210000000	59800000	77800000
Jurm	1742	1366	18-Feb-05	Disaster	90000000	31750000	42350000
Tum Mile	1128	1367	13-Nov-09	Disaster	220000000	85900000	90775000
Chura Liyaa Hai Tumne	553	1368	21-Mar-03	Disaster	75000000	19300000	30950000
Bade Dilwala	2457	1369	22-Jan-99	Disaster	30000000	12525000	17275000
Lamhaa	106	1370	16-Jul-10	Disaster	250000000	82200000	85750000
Madhosh	3177	1371	4-Feb-94	Disaster	12000000	4775000	7750000
Udaan	2644	1372	3-Oct-97	Disaster	25000000	8900000	13850000
Ab Insaf Hoga	3026	1373	6-Jan-95	Disaster	15000000	6275000	10450000
