	indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio	footfalls	screens	runtime	release_week	holiday_release	multiple_releases	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story	production_banner_exp	production_banner_hits	actors_exp	actors_hits	directors_exp	directors_hits	producers_exp	producers_hits	music_exp	music_hits	lyrics_exp	lyrics_hits	screenplay_exp	screenplay_hits	dialogue_exp	dialogue_hits	story_exp	story_hits	directors_awards	actors_awards	music_awards	lyrics_awards	screenplay_awards	dialogue_awards	story_awards
396	396	Dishoom	3343	404	2016-07-29	2016	2015	Average	4	61.0	52.94	68.105	75.03	65.116	83.76899999999999	0	2	7579000	3000	124	30	0	0	Action	0	Eros International|Nadiadwala Grandson Entertainment	John Abraham|Varun Dhawan|Jacqueline Fernandez|Akshaye Khanna	Rohit Dhawan	Sajid Nadiadwala	Pritam	Mayur Puri|Kumaar	Tushar Hiranandani|Rohit Dhawan	none	none	54.0	16.0	21.0	6.0	1.0	0.0	6.0	4.0	33.0	8.0	66.0	10.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
397	397	Dus	394	405	2005-07-08	2005	2005	Average	4	22.0	12.82	23.29	64.24	37.434	68.007	0	2	7509000	525	148	27	0	2	Action	0	Karma Entertainment	Sanjay Dutt|Suneil Shetty|Abhishek Bachchan|Zayed Khan	Anubhav Sinha	Nitin Manmohan|Sohail Maklai	Vishal-Shekhar	Panchhi Jalonvi|Mehboob	Yash-Vinay	none	none	1.0	0.0	66.0	5.0	2.0	0.0	7.0	1.0	12.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
398	398	Naajayaz	3010	406	1995-03-17	1995	1995	Average	4	3.25	2.625	5.898	17.127	13.834000000000001	31.081999999999997	1	2	7296000	195	157	11	1	0	Action	0	Vishesh Films Pvt. Ltd.	Naseeruddin Shah|Ajay Devgn|Juhi Chawla|Deepak Tijori	Mahesh Bhatt	Mukesh Bhatt	Anu Malik	Indeevar|Maya Govind|Surdarshan Faakir|Rahat Indori	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
399	399	Tejasvini	3149	407	1994-04-01	1994	1995	Average	4	1.9	1.295	3.755	10.963	7.472	21.666	1	2	7283000	130	170	13	0	1	Action	0	Chandra Surya Movies Pvt. Ltd.	Vijayashanti|Deepak Malhotra|Amrish Puri|Kulbhushan Kharbanda	N. Chandra	A.M. Rathnam	Laxmikant-Pyarelal	Mumtaz Rashid|Rajesh Malik	N. Chandra|Venkateswara Rao Paruchuri	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
400	400	All The Best - Fun Begins	144	408	2009-10-16	2009	2005	Average	4	41.0	22.14	41.408	92.25	49.815	93.16799999999999	0	2	7264000	1300	144	41	1	2	Comedy	0	Ajay Devgn Films|Kinesis Films	Sanjay Dutt|Ajay Devgn|Fardeen Khan|Bipasha Basu	Rohit Shetty	Ajay Devgn	Pritam	Kumaar	none	Robin Bhatt|Yunus Sajawal	Farhad-Sajid	1.0	0.0	72.0	9.0	3.0	2.0	1.0	0.0	39.0	10.0	10.0	2.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
401	401	Drishyam	2904	409	2015-07-31	2015	2015	Average	4	62.0	39.97	68.665	80.6	51.961000000000006	89.265	0	2	7205000	2250	163	30	0	0	Thriller	0	Panorama Studios|Viacom 18 Motion Pictures	Ajay Devgn|Tabu|Shriya Saran|Rajat Kapoor	Nishikant Kamat	Abhishek Pathak|Kumar Mangat	Vishal Bhardwaj	Gulzar	Upendra Sidhaye	Upendra Sidhaye	none	28.0	7.0	28.0	7.0	1.0	0.0	11.0	0.0	5.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
402	402	Army	2789	410	1996-06-28	1996	1995	Average	4	4.0	2.995	6.585	19.2	14.376	31.608	1	2	7192000	190	154	25	0	2	Action	0	MAD Entertainment|Neha Arts	Sridevi|Shahrukh Khan|Danny Denzongpa|Kiran Kumar	Raam Shetty	Nitin Manmohan|Sunil Manchanda|Mukul Anand	Anand-Milind	Sameer	Sanjeev Duggal	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
403	403	Gharwali Baharwali	2559	411	1998-06-12	1998	1995	Average	4	5.0	2.695	8.025	20.45	11.023	32.821999999999996	1	2	7176000	165	135	23	0	2	Comedy	0	Tutu Films Pvt. Ltd.	Anil Kapoor|Raveena Tandon|Rambha|Satish Kaushik	David Dhawan	Tutu Sharma	Anu Malik	Dev Kohli|Sameer	Rumi Jaffery	Rumi Jaffery	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
404	404	Shootout At Wadala	464	412	2013-05-03	2013	2010	Average	4	49.0	40.61	53.595	73.99	61.321000000000005	80.928	0	2	7127000	2200	151	17	0	2	Action	1	ALT Entertainment|Balaji Motion Pictures|White Feather Films	Anil Kapoor|John Abraham|Manoj Bajpai|Kangana Ranaut	Sanjay Gupta	Sanjay Gupta|Anuradha Gupta|Ekta Kapoor|Shobha Kapoor	Anand Raj Anand|Anu Malik	none	none	none	none	15.0	5.0	36.0	5.0	0.0	0.0	20.0	6.0	27.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
405	405	Kaminey	145	413	2009-08-14	2009	2005	Average	4	40.0	24.6	41.52	90.0	55.35	93.42	0	2	6859000	1250	130	32	1	1	Drama	0	UTV Motion Pictures	Shahid Kapoor|Priyanka Chopra|Deb Mukherjee|Chandan Roy Sanyal	Vishal Bhardwaj	Ronnie Screwvala	Vishal Bhardwaj	Gulzar	Sabrina Dhawan|Abhishek Chaubey|Vishal Bhardwaj	none	none	18.0	3.0	31.0	5.0	3.0	0.0	16.0	2.0	8.0	0.0	13.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
406	406	Dulaara	3181	414	1994-01-28	1994	1995	Average	4	1.8	1.3980000000000001	3.51	10.386	8.066	20.253	1	2	6824000	135	163	4	1	0	Drama	0	Shivam Chitra	Govinda|Karisma Kapoor|Gulshan Grover|Ranjeet	Vimal Kumar	Vimal Kumar	Nikhil-Vinay	Rani Malik|Yogesh	Satish Jain	Satish Jain	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
407	407	Hum Dono	2945	415	1995-08-11	1995	1995	Average	4	3.5	2.363	6.063	18.445	12.453	31.951999999999998	1	2	6806000	160	160	32	0	2	Drama	0	R.M. Films	Rishi Kapoor|Nana Patekar|Pooja Bhatt|Mohnish Bahl	Shafi Inamdar	Tinu Pandey|Ravi Malhotra	Anand-Milind	Sameer	Javed Siddique|Robin Bhatt	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
408	408	Kedarnath	5558	416	2018-12-07	2018	2015	Average	4	68.0	41.96	70.008	78.2	48.254	80.509	0	2	5645000	1800	120	48	0	0	Love Story	0	Guy In The Sky Pictures|RSVP	Sushant Singh Rajput|Sara Ali Khan|Nitish Bharadwaj|Alka Amin	Abhishek Kapoor	Ronnie Screwvala|Pragya Kapoor	Amit Trivedi	Amitabh Bhattacharya	Kanika Dhillon	Kanika Dhillon	none	1.0	0.0	7.0	2.0	2.0	0.0	7.0	1.0	13.0	1.0	28.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
409	409	Double Dhamaal	37	417	2011-06-24	2011	2010	Average	4	29.0	36.34	45.055	51.62	64.685	80.19800000000001	1	2	6614000	1800	140	25	0	0	Comedy	0	Maruti International|Reliance Entertainment	Sanjay Dutt|Mallika Sherawat|Kangana Ranaut|Riteish Deshmukh	Indra Kumar	Indra Kumar|Ashok Thakeria	Anand Raj Anand	Mayur Puri|Anand Raj Anand	Tushar Hiranandani	none	none	12.0	0.0	48.0	5.0	2.0	0.0	6.0	0.0	16.0	1.0	18.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
410	410	Waqt - The Race Against Time	397	418	2005-04-22	2005	2005	Average	4	16.0	9.37	20.25	46.72	27.36	59.13	1	2	6425000	400	153	16	0	1	Drama	0	Blockbuster Movie Entertainers	Amitabh Bachchan|Akshay Kumar|Priyanka Chopra|Shefali Shah	Vipul Amrutlal Shah	Vipul Amrutlal Shah	Anu Malik	Sameer|Aatish Kapadia	Aatish Kapadia	Aatish Kapadia	none	0.0	0.0	42.0	7.0	1.0	0.0	0.0	0.0	54.0	6.0	126.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
411	411	Aa Gale Lag Jaa	3135	419	1994-05-13	1994	1995	Average	4	1.6	1.085	3.185	9.232000000000001	6.26	18.377	1	2	6249000	110	158	19	0	1	Mystery	0	Aftab Pictures Pvt. Ltd.	Jugal Hansraj|Urmila Matondkar|Paresh Rawal|Gulshan Grover	Hamid Ali	Salim Aftab	Anu Malik	Zamir Qazmi|Anwar Sagar|Rani Malik|Nawab Arzoo	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
412	412	Secret Superstar	3629	420	2017-10-19	2017	2015	Average	4	45.0	38.67	62.63	54.0	46.403999999999996	75.156	1	2	5087000	1750	150	42	1	1	Drama	0	Aamir Khan Productions|Zee Studios	Zaira Wasim|Aamir Khan|Meher Vij|Raj Arjun	Advait Chandan	Aamir Khan|Kiran Rao|Akash Chawla	Amit Trivedi	Kausar Munir	Advait Chandan	none	none	2.0	1.0	6.0	3.0	0.0	0.0	5.0	3.0	15.0	2.0	19.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
413	413	Udta Punjab	3300	421	2016-06-17	2016	2015	Average	4	47.0	46.84	58.148	57.81	57.613	71.52199999999999	0	2	5634000	2200	143	24	0	1	Thriller	0	Balaji Motion Pictures|Phantom Films	Shahid Kapoor|Kareena Kapoor|Alia Bhatt|Diljit Dosanjh	Abhishek Chaubey	Shobha Kapoor|Sameer Nair|Aman Gill|Ekta Kapoor|Vikramaditya Motwane|Vikas Bahl	none	none	none	none	none	22.0	5.0	21.0	6.0	1.0	0.0	42.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
414	414	Apne	227	422	2007-06-29	2007	2005	Average	4	20.0	10.34	22.065	52.0	26.884	57.369	0	2	6052000	625	180	25	0	2	Drama	0	Glamour Entertainment Pvt. Ltd.	Dharmendra|Sunny Deol|Bobby Deol|Shilpa Shetty	Anil Sharma	Sangeetha Ahir|Rahul Sughand	Himesh Reshammiya	Sameer	Neeraj Pathak	Neeraj Pathak	none	1.0	0.0	35.0	0.0	2.0	0.0	2.0	0.0	44.0	1.0	140.0	13.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415	415	Kaal	398	423	2005-04-29	2005	2005	Average	4	13.0	11.45	19.09	37.96	33.434	55.743	1	2	6033000	450	126	17	0	2	Thriller	0	Dharma Productions Pvt. Ltd.|Red Chillies Entertainment	Ajay Devgn|Vivek Oberoi|John Abraham|Esha Deol	Soham Shah	Shahrukh Khan|Karan Johar	Salim-Sulaiman|Anand Raj Anand	Kailash Kher|Anand Raj Anand	none	none	none	3.0	3.0	39.0	7.0	0.0	0.0	3.0	2.0	38.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
416	416	Black	399	424	2005-02-04	2005	2005	Average	4	23.0	6.47	23.188000000000002	67.16	18.892	67.709	0	2	6031000	235	122	5	0	3	Drama	0	Applause Entertainment|Sanjay Leela Bhansali Films	Amitabh Bachchan|Rani Mukherjee|Shernaz Patel|Ayesha Kapoor	Sanjay Leela Bhansali	Sanjay Leela Bhansali|Anshuman Swami	Monty Sharma	none	none	Sanjay Leela Bhansali|Bhavani Iyer|Prakash Kapadia	none	0.0	0.0	36.0	8.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
417	417	Khoobsurat	2340	425	1999-11-26	1999	1995	Average	4	6.0	2.81	8.56	21.3	9.976	30.388	1	2	6003000	185	151	47	0	0	Comedy	1	Friends India	Sanjay Dutt|Urmila Matondkar|Om Puri|Farida Jalal	Sanjay Chhel	Rahul Sughand	Jatin-Lalit	Sanjay Chhel|Gulzar|Sukhwinder Singh	Sanjay Chhel	none	none	0.0	0.0	36.0	10.0	0.0	0.0	0.0	0.0	20.0	7.0	6.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
418	418	Qahar	2624	426	1997-12-05	1997	1995	Average	4	4.0	2.85	6.1	17.4	12.397	26.535	1	2	5973000	200	159	48	0	0	Action	0	Shankar Movies	Sunny Deol|Suneil Shetty|Armaan Kohli|Sonali Bendre	Raj Kumar Kohli	Raj Kumar Kohli	Anand-Milind	Anand Bakshi	Lalit Mahajan	Lalit Mahajan	Lalit Mahajan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
419	419	Anjaana Anjaani	80	427	2010-10-01	2010	2010	Average	4	40.0	32.07	40.05	78.0	62.536	78.098	0	2	5659000	1250	152	39	1	1	Rom - Com	0	Eros International|Nadiadwala Grandson Entertainment	Ranbir Kapoor|Priyanka Chopra|Tanvi Azmi|Sucheta Khanna	Siddharth Anand	Sajid Nadiadwala	Vishal-Shekhar	Shekhar Ravjiani|Irshad Kamil|Kausar Munir|Caralisa Monteiro	none	none	none	39.0	5.0	23.0	3.0	3.0	1.0	3.0	1.0	22.0	3.0	16.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
420	420	Muqadar	2777	428	1996-07-12	1996	1995	Average	4	2.75	2.1	4.395	13.2	10.08	21.096	1	2	5427000	150	148	27	0	0	Action	0	Aabha Films	Mithun Chakraborty|Ayesha Jhulka|Rohit Kumar|Moushumi Chatterjee	T.L.V. Prasad	Rajiv Babbar	Anand-Milind	Sameer	Sanjay Kumar	Anwar Khan	Sanjay Kumar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
421	421	Jungle	744	429	2000-07-14	2000	2000	Average	4	4.75	3.9	8.095	16.768	13.767000000000001	28.575	1	2	5362000	215	148	28	0	2	Thriller	0	Ram Gopal Varma Productions	Suneil Shetty|Fardeen Khan|Urmila Matondkar|Makarand Deshpande	Ram Gopal Verma	Ram Gopal Verma	Sandeep Chowta	Sameer	Jaideep Sahni	Jaideep Sahni	Jaideep Sahni	4.0	2.0	36.0	4.0	4.0	1.0	5.0	1.0	2.0	0.0	106.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
422	422	Policewala Gunda	2976	430	1995-05-19	1995	1995	Average	4	2.25	1.74	3.738	11.857000000000001	9.17	19.699	1	2	5283000	165	152	20	0	2	Action	0	Shantketan Films	Dharmendra|Reena Roy|Mukesh Khanna|Sudesh Berry	Pappu Verma	Sanjay Sharma	Bappi Lahiri| Lyrics|Rani Malik|Maya Govind|Indeevar	none	Shaktimaan	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
423	423	Aitraaz	443	431	2004-11-12	2004	2000	Average	4	11.0	7.66	15.58	33.33	23.21	47.207	1	2	5265000	375	161	45	1	2	Thriller	0	Mukta Arts	Akshay Kumar|Kareena Kapoor|Priyanka Chopra|Amrish Puri	Abbas-Mustan	Subhash Ghai	Himesh Reshammiya	Sameer	Shiraz Ahmed|Shyam Goel	Shiraz Ahmed	none	5.0	0.0	43.0	6.0	5.0	0.0	3.0	0.0	13.0	2.0	116.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
424	424	Madras Cafe	1424	432	2013-08-23	2013	2010	Average	4	35.0	32.78	43.845	52.85	49.498000000000005	66.206	1	2	5072000	1050	130	33	0	2	Thriller	0	JA Entertainment Pvt. Ltd.|Rising Suns Films Pvt. Ltd.|Viacom 18 Motion Pictures	John Abraham|Nargis Fakhri|Siddhartha Basu|Prakash Belawadi	Shoojit Sircar	John Abraham|Ronnie Lahiri	Shantanu Moitra	none	Shubhendu Bhattacharya|Somnath Dey	Shubhendu Bhattacharya	none	17.0	5.0	9.0	2.0	1.0	1.0	2.0	2.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
425	425	Badmaash Company	91	433	2010-05-07	2010	2010	Average	4	29.0	19.12	32.873000000000005	56.55	37.284	64.102	0	2	5063000	1100	145	18	0	0	Drama	0	Yash Raj Films	Shahid Kapoor|Anushka Sharma|Meiyang Chang|Vir Das	Parmeet Sethi	Aditya Chopra	Pritam	Anvita Dutt	Parmeet Sethi	Parmeet Sethi	Parmeet Sethi	19.0	7.0	13.0	3.0	0.0	0.0	19.0	7.0	48.0	12.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
426	426	Gangaajal	523	434	2003-08-29	2003	2000	Average	4	7.25	5.22	10.475	22.838	16.442999999999998	32.996	1	2	5024000	290	157	34	1	2	Drama	0	Entertainment One|Prakash Jha Productions	Ajay Devgn|Gracy Singh|Mohan Agashe|Mohan Joshi	Prakash Jha	Prakash Jha	Sandesh Shandilya|Wayne Sharpe	Sandesh Shandilya	Prakash Jha	Prakash Jha	none	1.0	0.0	23.0	4.0	2.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
427	427	Haider	2318	435	2014-10-02	2014	2010	Average	4	48.0	32.72	49.19	66.24	45.153999999999996	67.882	0	2	4447000	1250	162	39	3	1	Drama	0	UTV Motion Pictures|Vishal Bhardwaj Pictures	Tabu|Shahid Kapoor|Shraddha Kapoor|Kay Kay Menon	Vishal Bhardwaj	Vishal Bhardwaj|Siddharth Roy Kapur	Vishal Bhardwaj	Gulzar|Faiz Ahmed Faiz	Vishal Bhardwaj	none	none	47.0	7.0	27.0	1.0	3.0	0.0	13.0	2.0	4.0	0.0	14.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
428	428	Bhoothnath	219	436	2008-05-09	2008	2005	Average	4	20.0	13.62	23.89	49.2	33.505	58.769	0	2	4967000	625	137	18	0	2	Drama	1	B.R. Films	Amitabh Bachchan|Juhi Chawla|Aman Siddiqui|Priyanshu Chatterjee	Vivek Sharma	Ravi Chopra	Salim-Sulaiman|Vishal-Shekhar	Javed Akhtar	Vivek Sharma	Sudhanshu Dube	none	2.0	1.0	40.0	2.0	0.0	0.0	0.0	0.0	40.0	5.0	32.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
429	429	Ek Main Aur Ekk Tu	7	437	2012-02-10	2012	2010	Average	4	32.0	30.68	40.1	53.76	51.542	67.368	1	2	4857000	1250	110	6	0	1	Love Story	0	Dharma Productions Pvt. Ltd.|UTV Motion Pictures	Kareena Kapoor|Imran Khan|Boman Irani|Ratna Pathak	Shakun Batra	Karan Johar|Hiroo Johar	Amit Trivedi	Amitabh Bhattacharya	Shakun Batra|Ayesha DeVitre	none	none	40.0	7.0	29.0	11.0	0.0	0.0	10.0	3.0	8.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
430	430	Zaalim	3052	438	1994-12-09	1994	1995	Average	4	1.5	1.72	3.175	8.655	9.924	18.32	1	3	4805000	140	150	49	0	0	Action	0	Mateshwari Films	Akshay Kumar|Madhoo|Vishnu Vardhan|Sabeeha	Sikander Bharti	K.C. Khanna|Lokesh Bali	Anu Malik	Hasrat Jaipuri|Israr Ansari|Madan Pal	none	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
431	431	Atithi Tum Kab Jaoge?	94	439	2010-03-05	2010	2010	Average	4	22.0	15.79	29.078000000000003	42.9	30.79	56.702	1	2	4684000	1050	120	9	1	3	Comedy	0	Warner Bros Pictures|Wide Frame Pictures	Ajay Devgn|Konkona Sen Sharma|Paresh Rawal|Satish Kaushik	Ashwini Dhir	Amita Pathak	Pritam	Amit Mishra	Ashwini Dhir	Robin Bhatt|Tushar Hiranandani	none	2.0	0.0	53.0	6.0	1.0	0.0	0.0	0.0	48.0	12.0	1.0	0.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
432	432	Kya Yehi Pyaar Hai	628	440	2002-03-22	2002	2000	Average	4	5.5	3.12	7.58	17.875	10.14	24.635	1	2	4646000	190	144	11	0	1	Love Story	0	Tips Industries Pvt. Ltd.	Jackie Shroff|Aftab Shivdasani|Ameesha Patel|Anupama Varma	K. Murali Mohana Rao	Ramesh S. Taurani|Mukesh Udeshi|Kumar S. Taurani|Allu Arvind	Sajid Wajid	Jalees Sherwani	none	none	none	7.0	3.0	39.0	4.0	2.0	1.0	17.0	6.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
433	433	Fashion	322	441	2008-10-29	2008	2005	Average	4	20.0	14.4	26.455	49.2	35.424	65.079	1	2	4615000	750	167	43	1	1	Drama	0	Bhandarkar Entertainment|UTV Motion Pictures	Priyanka Chopra|Kangana Ranaut|Mugdha Godse|Arbaaz Khan	Madhur Bhandarkar	Deven Khote|Ronnie Screwvala|Zarine Mehta|Madhur Bhandarkar	Salim-Sulaiman	Irfan Siddique	none	none	none	10.0	1.0	25.0	4.0	5.0	0.0	9.0	1.0	15.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
434	434	Krazzy 4	324	442	2008-04-11	2008	2005	Average	4	18.0	13.59	19.59	44.28	33.431	48.191	0	2	4448000	800	113	14	0	1	Comedy	0	Filmkraft Pvt. Ltd.	Juhi Chawla|Irrfan Khan|Arshad Warsi|Rajpal Yadav	Jaideep Sen	Sunaina Roshan|Rakesh Roshan	Rajesh Roshan	Asif Ali Beg|Javed Akhtar	Ashwini Dhir	none	none	2.0	2.0	39.0	3.0	0.0	0.0	2.0	2.0	4.0	2.0	35.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
435	435	Sachin - A Billion Dreams	3532	443	2017-05-26	2017	2015	Average	4	39.0	34.31	43.043	46.8	41.172	51.652	0	2	4342000	1950	138	21	0	0	Documentary	0	200 Not Out Productions|Carnival Motion Pictures	Sachin Tendulkar	James Erskine	Ravi Bhagchandka|Shrikant Bhasi	A.R. Rahman	Irshad Kamil	James Erskine|Siva Ananth	none	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	16.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
436	436	Chhupa Rustam	696	444	2001-03-23	2001	2000	Average	4	3.25	1.575	5.42	11.082	5.371	18.482	1	2	4142000	120	129	11	0	0	Mystery	0	Seven Arts Pictures	Sanjay Kapoor|Manisha Koirala|Mamta Kulkarni|Raj Babbar	Aziz Sejawal	Madan Mohla	Anand-Milind	Anand Bakshi	Rajeev Kaul|Praful Parekh	Rajeev Kaul	none	0.0	0.0	37.0	4.0	3.0	0.0	0.0	0.0	52.0	3.0	38.0	8.0	18.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
437	437	Mafia	2798	445	1996-05-24	1996	1995	Average	4	1.75	1.59	3.198	8.4	7.632000000000001	15.35	1	2	4102000	125	140	20	0	1	Action	0	Prathima Films	Dharmendra|Aditya Pancholi|Jay Mehta|Somy Ali	Aziz Sejawal	Vijay Mehta	Anand-Milind	Sameer	Yunus Sajawal	Jalees Sherwani	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
438	438	Yeh Dil Aashiqanaa	617	446	2002-01-18	2002	2000	Average	4	4.25	2.57	6.215	13.812000000000001	8.352	20.199	1	2	4024000	160	148	2	0	0	Love Story	0	A.K. International	Karan Nath|Jividha Sharma|Aruna Irani|Aditya Pancholi	Kuku Kohli	Aruna Irani	Nadeem-Shravan	Sameer	Kuku Kohli	Kuku Kohli	Tanveer Khan	1.0	0.0	21.0	1.0	2.0	0.0	1.0	0.0	14.0	2.0	104.0	17.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
439	439	Hasee Toh Phasee	2127	447	2014-02-07	2014	2010	Average	4	26.0	27.24	36.563	35.88	37.591	50.457	1	2	3943000	1300	141	5	0	3	Rom - Com	0	Dharma Productions Pvt. Ltd.|Phantom Films	Sidharth Malhotra|Parineeti Chopra|Adah Sharma|Manoj Joshi	Vinil Mathew	Karan Johar|Vikramaditya Motwane|Vikas Bahl|Anurag Kashyap	Vishal-Shekhar	Kumaar	none	none	none	13.0	4.0	8.0	2.0	0.0	0.0	20.0	3.0	15.0	5.0	43.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
